Direct,MinPrice,OutboundLeg,QuoteDateTime,QuoteId,CarrierIds,DepartureDate,DestinationId,OriginId
False,669.0,"{'CarrierIds': [1317], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-01T00:00:00'}",2019-07-23T20:03:00,1,[1317],2019-12-01T00:00:00,56615,73076
True,676.0,"{'CarrierIds': [1793], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-01T00:00:00'}",2019-07-23T20:03:00,2,[1793],2019-12-01T00:00:00,56615,73076
False,667.0,"{'CarrierIds': [898], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-02T00:00:00'}",2019-07-23T20:04:00,3,[898],2019-12-02T00:00:00,56615,73076
True,676.0,"{'CarrierIds': [1793], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-02T00:00:00'}",2019-07-23T20:04:00,4,[1793],2019-12-02T00:00:00,56615,73076
False,357.0,"{'CarrierIds': [1189], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-03T00:00:00'}",2019-07-25T04:33:00,5,[1189],2019-12-03T00:00:00,56615,73076
True,622.0,"{'CarrierIds': [952], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-03T00:00:00'}",2019-07-25T04:33:00,6,[952],2019-12-03T00:00:00,56615,73076
False,662.0,"{'CarrierIds': [898], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-04T00:00:00'}",2019-07-22T22:56:00,7,[898],2019-12-04T00:00:00,56615,73076
False,514.0,"{'CarrierIds': [1189], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-05T00:00:00'}",2019-07-23T00:03:00,8,[1189],2019-12-05T00:00:00,56615,73076
True,671.0,"{'CarrierIds': [952], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-06T00:00:00'}",2019-07-21T00:34:00,9,[952],2019-12-06T00:00:00,56615,73076
False,555.0,"{'CarrierIds': [851], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-07T00:00:00'}",2019-07-19T19:55:00,10,[851],2019-12-07T00:00:00,56615,73076
True,672.0,"{'CarrierIds': [952], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-07T00:00:00'}",2019-07-19T19:55:00,11,[952],2019-12-07T00:00:00,56615,73076
False,664.0,"{'CarrierIds': [1317], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-08T00:00:00'}",2019-07-19T19:56:00,12,[1317],2019-12-08T00:00:00,56615,73076
True,672.0,"{'CarrierIds': [952], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-08T00:00:00'}",2019-07-19T19:56:00,13,[952],2019-12-08T00:00:00,56615,73076
False,662.0,"{'CarrierIds': [898], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-09T00:00:00'}",2019-07-23T04:30:00,14,[898],2019-12-09T00:00:00,56615,73076
False,514.0,"{'CarrierIds': [1189], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-10T00:00:00'}",2019-07-23T05:39:00,15,[1189],2019-12-10T00:00:00,56615,73076
False,781.0,"{'CarrierIds': [898], 'OriginId': 73076, 'DestinationId': 56615, 'DepartureDate': '2019-12-11T00:00:00'}",2019-07-23T06:49:00,16,[898],2019-12-11T00:00:00,56615,73076
