City ID Departure,City ID,Min Price,Airline ID,Non-Stop Flight,Departure Date,Quote ID
73076,56615,669.0,1317,False,2019-12-01,1
73076,56615,676.0,1793,True,2019-12-01,2
73076,56615,668.0,898,False,2019-12-02,3
73076,56615,676.0,1793,True,2019-12-02,4
73076,56615,357.0,1189,False,2019-12-03,5
73076,56615,622.0,952,True,2019-12-03,6
73076,56615,663.0,898,False,2019-12-04,7
73076,56615,515.0,1189,False,2019-12-05,8
73076,56615,554.0,1276,False,2019-12-06,9
73076,56615,672.0,952,True,2019-12-06,10
73076,56615,556.0,851,False,2019-12-07,11
73076,56615,672.0,952,True,2019-12-07,12
73076,56615,665.0,1317,False,2019-12-08,13
73076,56615,672.0,952,True,2019-12-08,14
73076,56615,663.0,898,False,2019-12-09,15
73076,56615,515.0,1189,False,2019-12-10,16
73076,56615,781.0,898,False,2019-12-11,17
73076,56615,943.0,898,False,2019-12-12,18
73076,56615,1034.0,988,False,2019-12-13,19
73076,56615,894.0,1049,False,2019-12-14,20
73076,56615,1026.0,952,True,2019-12-14,21
73076,56615,853.0,1049,False,2019-12-15,22
73076,56615,1010.0,1793,True,2019-12-15,23
73076,56615,1121.0,898,False,2019-12-16,24
73076,56615,1318.0,1189,False,2019-12-17,25
73076,56615,1121.0,898,False,2019-12-18,26
73076,56615,825.0,1049,False,2019-12-19,27
73076,56615,1026.0,952,True,2019-12-19,28
73076,56615,894.0,1049,False,2019-12-20,29
73076,56615,1026.0,952,True,2019-12-20,30
73076,56615,1568.0,898,False,2019-12-21,31
73076,56615,753.0,1429,False,2019-12-23,32
73076,56615,1011.0,952,True,2019-12-23,33
73076,56615,564.0,1033,False,2019-12-24,34
73076,56615,904.0,952,True,2019-12-24,35
73076,56615,560.0,1033,False,2019-12-25,36
73076,56615,904.0,952,True,2019-12-25,37
73076,56615,579.0,1033,False,2019-12-26,38
73076,56615,904.0,952,True,2019-12-26,39
73076,56615,564.0,835,False,2019-12-27,40
73076,56615,1011.0,952,True,2019-12-27,41
73076,56615,833.0,898,False,2019-12-28,42
73076,56615,754.0,1049,False,2019-12-29,43
73076,56615,1013.0,1793,True,2019-12-29,44
73076,56615,547.0,835,False,2019-12-30,45
73076,56615,899.0,952,True,2019-12-30,46
73076,56615,357.0,1189,False,2019-12-31,47
73076,56615,904.0,952,True,2019-12-31,48
73076,42795,455.0,1276,False,2019-12-01,1
73076,42795,441.0,1276,False,2019-12-02,2
73076,42795,444.0,1317,False,2019-12-03,3
73076,42795,460.0,1317,False,2019-12-05,4
73076,42795,464.0,1189,False,2019-12-07,5
73076,42795,515.0,1429,False,2019-12-08,6
73076,42795,508.0,1429,False,2019-12-09,7
73076,42795,467.0,1189,False,2019-12-10,8
73076,42795,558.0,857,False,2019-12-11,9
73076,42795,614.0,1276,False,2019-12-12,10
73076,42795,637.0,857,False,2019-12-13,11
73076,42795,707.0,857,False,2019-12-15,12
73076,42795,664.0,1467,False,2019-12-16,13
73076,42795,848.0,1276,False,2019-12-18,14
73076,42795,859.0,1276,False,2019-12-19,15
73076,42795,875.0,954,False,2019-12-20,16
73076,42795,860.0,833,False,2019-12-21,17
73076,42795,821.0,857,False,2019-12-22,18
73076,42795,759.0,1429,False,2019-12-23,19
73076,42795,635.0,929,False,2019-12-24,20
73076,42795,616.0,898,False,2019-12-25,21
73076,42795,616.0,898,False,2019-12-26,22
73076,42795,624.0,1429,False,2019-12-27,23
73076,42795,581.0,833,False,2019-12-28,24
73076,42795,590.0,851,False,2019-12-29,25
73076,42795,467.0,833,False,2019-12-30,26
73076,42795,464.0,954,False,2019-12-31,27
73076,65698,293.0,1523,True,2019-12-01,1
73076,65698,280.0,1523,True,2019-12-02,2
73076,65698,275.0,1710,True,2019-12-03,3
73076,65698,264.0,1760,False,2019-12-04,4
73076,65698,275.0,1710,True,2019-12-04,5
73076,65698,1972.0,988,False,2019-12-05,6
73076,65698,264.0,1760,False,2019-12-06,7
73076,65698,277.0,1710,True,2019-12-06,8
73076,65698,218.0,1760,False,2019-12-08,9
73076,65698,1907.0,881,True,2019-12-08,10
73076,65698,211.0,1760,False,2019-12-09,11
73076,65698,275.0,1710,True,2019-12-09,12
73076,65698,268.0,1218,True,2019-12-10,13
73076,65698,275.0,1710,True,2019-12-11,14
73076,65698,334.0,1710,True,2019-12-12,15
73076,65698,366.0,1384,False,2019-12-13,16
73076,65698,521.0,857,True,2019-12-13,17
73076,65698,324.0,1707,False,2019-12-14,18
73076,65698,384.0,857,True,2019-12-14,19
73076,65698,323.0,1523,False,2019-12-15,20
73076,65698,352.0,1218,True,2019-12-15,21
73076,65698,323.0,1523,False,2019-12-16,22
73076,65698,417.0,1218,True,2019-12-16,23
73076,65698,417.0,1707,False,2019-12-17,24
73076,65698,1127.0,857,True,2019-12-17,25
73076,65698,422.0,1707,False,2019-12-18,26
73076,65698,711.0,857,True,2019-12-18,27
73076,65698,486.0,1707,False,2019-12-19,28
73076,65698,1875.0,857,True,2019-12-19,29
73076,65698,557.0,1707,False,2019-12-20,30
73076,65698,1886.0,857,True,2019-12-20,31
73076,65698,550.0,1707,False,2019-12-21,32
73076,65698,1849.0,857,True,2019-12-21,33
73076,65698,462.0,1033,False,2019-12-22,34
73076,65698,711.0,857,True,2019-12-22,35
73076,65698,331.0,1482,False,2019-12-23,36
73076,65698,711.0,857,True,2019-12-23,37
73076,65698,298.0,851,False,2019-12-24,38
73076,65698,459.0,1710,True,2019-12-24,39
73076,65698,296.0,851,False,2019-12-25,40
73076,65698,438.0,857,True,2019-12-25,41
73076,65698,287.0,1482,False,2019-12-26,42
73076,65698,456.0,857,True,2019-12-26,43
73076,65698,287.0,1482,False,2019-12-27,44
73076,65698,358.0,1218,True,2019-12-27,45
73076,65698,296.0,1482,False,2019-12-28,46
73076,65698,356.0,857,True,2019-12-28,47
73076,65698,296.0,851,False,2019-12-29,48
73076,65698,441.0,857,True,2019-12-29,49
73076,65698,296.0,1523,False,2019-12-30,50
73076,65698,441.0,857,True,2019-12-30,51
73076,65698,291.0,1523,True,2019-12-31,52
73076,81870,426.0,1464,False,2019-12-04,1
73076,81870,427.0,1464,False,2019-12-05,2
73076,81870,461.0,1707,False,2019-12-08,3
73076,81870,446.0,1464,False,2019-12-09,4
73076,81870,531.0,1618,False,2019-12-11,5
73076,81870,598.0,1793,False,2019-12-12,6
73076,81870,848.0,1530,False,2019-12-13,7
73076,81870,860.0,988,False,2019-12-14,8
73076,81870,1049.0,1044,False,2019-12-20,9
73076,81870,965.0,1464,False,2019-12-21,10
73076,81870,849.0,1464,False,2019-12-22,11
73076,81870,554.0,1464,False,2019-12-23,12
73076,81870,448.0,1793,False,2019-12-24,13
73076,81870,490.0,1793,False,2019-12-27,14
73076,81870,492.0,954,False,2019-12-28,15
73076,81870,449.0,1793,False,2019-12-30,16
73076,81870,435.0,1464,False,2019-12-31,17
73076,48018,573.0,1760,False,2019-12-01,1
73076,48018,873.0,1035,True,2019-12-01,2
73076,48018,645.0,1658,False,2019-12-02,3
73076,48018,873.0,1035,True,2019-12-02,4
73076,48018,465.0,1523,False,2019-12-03,5
73076,48018,873.0,1035,True,2019-12-03,6
73076,48018,484.0,870,False,2019-12-05,7
73076,48018,873.0,1035,True,2019-12-05,8
73076,48018,507.0,1760,False,2019-12-06,9
73076,48018,917.0,1035,True,2019-12-06,10
73076,48018,682.0,1658,False,2019-12-08,11
73076,48018,692.0,1658,False,2019-12-09,12
73076,48018,654.0,1065,False,2019-12-10,13
73076,48018,914.0,1035,True,2019-12-10,14
73076,48018,598.0,1760,False,2019-12-11,15
73076,48018,948.0,1035,True,2019-12-11,16
73076,48018,770.0,1755,False,2019-12-14,17
73076,48018,988.0,1035,True,2019-12-14,18
73076,48018,527.0,870,False,2019-12-15,19
73076,48018,941.0,1035,True,2019-12-15,20
73076,48018,910.0,1658,False,2019-12-16,21
73076,48018,640.0,1324,False,2019-12-17,22
73076,48018,990.0,1035,True,2019-12-17,23
73076,48018,812.0,1755,False,2019-12-18,24
73076,48018,991.0,1035,True,2019-12-18,25
73076,48018,1338.0,952,False,2019-12-19,26
73076,48018,780.0,870,False,2019-12-20,27
73076,48018,1079.0,870,True,2019-12-20,28
73076,48018,743.0,1324,False,2019-12-21,29
73076,48018,1087.0,870,True,2019-12-21,30
73076,48018,847.0,1658,False,2019-12-22,31
73076,48018,1004.0,1035,True,2019-12-22,32
73076,48018,793.0,1755,False,2019-12-23,33
73076,48018,992.0,1035,True,2019-12-23,34
73076,48018,668.0,1044,False,2019-12-24,35
73076,48018,951.0,1035,True,2019-12-24,36
73076,48018,696.0,1044,False,2019-12-25,37
73076,48018,650.0,1384,False,2019-12-26,38
73076,48018,952.0,1035,True,2019-12-26,39
73076,48018,664.0,1044,False,2019-12-27,40
73076,48018,944.0,1035,True,2019-12-27,41
73076,48018,715.0,1384,False,2019-12-28,42
73076,48018,952.0,1035,True,2019-12-28,43
73076,48018,612.0,1760,False,2019-12-29,44
73076,48018,952.0,1035,True,2019-12-29,45
73076,48018,574.0,1760,False,2019-12-30,46
73076,48018,952.0,1035,True,2019-12-30,47
73076,48018,981.0,952,False,2019-12-31,48
73076,44759,418.0,1760,False,2019-12-01,1
73076,44759,838.0,857,True,2019-12-01,2
73076,44759,328.0,870,False,2019-12-02,3
73076,44759,800.0,857,True,2019-12-02,4
73076,44759,261.0,1324,False,2019-12-03,5
73076,44759,805.0,857,True,2019-12-03,6
73076,44759,328.0,870,False,2019-12-04,7
73076,44759,805.0,857,True,2019-12-04,8
73076,44759,3179.0,1368,False,2019-12-05,9
73076,44759,3408.0,1368,True,2019-12-05,10
73076,44759,353.0,1760,False,2019-12-06,11
73076,44759,860.0,857,True,2019-12-06,12
73076,44759,307.0,870,False,2019-12-07,13
73076,44759,3158.0,881,True,2019-12-07,14
73076,44759,3152.0,1368,True,2019-12-08,15
73076,44759,226.0,1760,False,2019-12-09,16
73076,44759,843.0,857,True,2019-12-09,17
73076,44759,3152.0,1368,True,2019-12-10,18
73076,44759,3152.0,1368,True,2019-12-11,19
73076,44759,3152.0,1368,True,2019-12-12,20
73076,44759,276.0,1324,False,2019-12-13,21
73076,44759,992.0,857,True,2019-12-13,22
73076,44759,355.0,870,False,2019-12-14,23
73076,44759,903.0,838,True,2019-12-14,24
73076,44759,348.0,870,False,2019-12-15,25
73076,44759,765.0,1218,True,2019-12-15,26
73076,44759,327.0,1324,False,2019-12-16,27
73076,44759,740.0,1126,True,2019-12-16,28
73076,44759,3152.0,1368,True,2019-12-17,29
73076,44759,399.0,1467,False,2019-12-18,30
73076,44759,1196.0,1710,True,2019-12-18,31
73076,44759,497.0,1707,False,2019-12-19,32
73076,44759,1089.0,857,True,2019-12-19,33
73076,44759,567.0,1707,False,2019-12-20,34
73076,44759,1305.0,1368,True,2019-12-20,35
73076,44759,560.0,1033,False,2019-12-21,36
73076,44759,1243.0,1368,True,2019-12-21,37
73076,44759,533.0,1033,False,2019-12-22,38
73076,44759,1036.0,857,True,2019-12-22,39
73076,44759,473.0,870,False,2019-12-24,40
73076,44759,1014.0,1368,True,2019-12-24,41
73076,44759,3156.0,1368,True,2019-12-25,42
73076,44759,478.0,857,False,2019-12-26,43
73076,44759,742.0,838,True,2019-12-26,44
73076,44759,484.0,1793,False,2019-12-27,45
73076,44759,644.0,1793,True,2019-12-27,46
73076,44759,500.0,1707,False,2019-12-28,47
73076,44759,742.0,838,True,2019-12-28,48
73076,44759,437.0,1707,False,2019-12-29,49
73076,44759,805.0,857,True,2019-12-29,50
73076,44759,3157.0,1368,True,2019-12-31,51
73076,60987,279.0,988,True,2019-12-01,1
73076,60987,145.0,833,True,2019-12-02,2
73076,60987,74.0,988,True,2019-12-03,3
73076,60987,99.0,870,False,2019-12-04,4
73076,60987,106.0,870,True,2019-12-04,5
73076,60987,74.0,988,True,2019-12-05,6
73076,60987,74.0,988,True,2019-12-06,7
73076,60987,74.0,988,True,2019-12-07,8
73076,60987,105.0,833,False,2019-12-08,9
73076,60987,122.0,870,True,2019-12-08,10
73076,60987,74.0,988,True,2019-12-09,11
73076,60987,74.0,988,True,2019-12-10,12
73076,60987,74.0,988,True,2019-12-11,13
73076,60987,73.0,988,True,2019-12-12,14
73076,60987,99.0,988,True,2019-12-13,15
73076,60987,74.0,988,True,2019-12-14,16
73076,60987,107.0,833,False,2019-12-15,17
73076,60987,129.0,870,True,2019-12-15,18
73076,60987,106.0,833,False,2019-12-16,19
73076,60987,117.0,870,True,2019-12-16,20
73076,60987,74.0,988,True,2019-12-17,21
73076,60987,73.0,870,True,2019-12-18,22
73076,60987,74.0,988,True,2019-12-19,23
73076,60987,114.0,988,True,2019-12-20,24
73076,60987,129.0,870,True,2019-12-21,25
73076,60987,115.0,833,False,2019-12-22,26
73076,60987,129.0,870,True,2019-12-22,27
73076,60987,105.0,833,False,2019-12-23,28
73076,60987,129.0,870,True,2019-12-23,29
73076,60987,99.0,988,True,2019-12-24,30
73076,60987,99.0,988,True,2019-12-25,31
73076,60987,154.0,870,True,2019-12-26,32
73076,60987,129.0,870,True,2019-12-27,33
73076,60987,186.0,833,False,2019-12-28,34
73076,60987,191.0,870,True,2019-12-28,35
73076,60987,115.0,833,False,2019-12-29,36
73076,60987,185.0,988,True,2019-12-29,37
73076,60987,107.0,833,False,2019-12-30,38
73076,60987,187.0,870,True,2019-12-30,39
73076,60987,99.0,988,True,2019-12-31,40
73076,51631,380.0,1760,False,2019-12-02,1
73076,51631,385.0,870,False,2019-12-03,2
73076,51631,362.0,1760,False,2019-12-04,3
73076,51631,322.0,870,False,2019-12-05,4
73076,51631,328.0,1760,False,2019-12-07,5
73076,51631,362.0,870,False,2019-12-11,6
73076,51631,773.0,1218,False,2019-12-12,7
73076,51631,352.0,870,False,2019-12-13,8
73076,51631,414.0,1065,False,2019-12-14,9
73076,51631,376.0,1065,False,2019-12-15,10
73076,51631,360.0,1760,False,2019-12-16,11
73076,51631,350.0,1065,False,2019-12-17,12
73076,51631,3356.0,1218,False,2019-12-19,13
73076,51631,575.0,1707,False,2019-12-20,14
73076,51631,811.0,1033,False,2019-12-21,15
73076,51631,3306.0,1218,False,2019-12-22,16
73076,51631,572.0,1760,False,2019-12-23,17
73076,51631,774.0,1218,False,2019-12-24,18
73076,51631,454.0,1760,False,2019-12-25,19
73076,51631,468.0,1523,False,2019-12-26,20
73076,51631,510.0,1707,False,2019-12-27,21
73076,51631,358.0,1760,False,2019-12-28,22
73076,51631,772.0,1218,False,2019-12-29,23
73076,51631,361.0,1760,False,2019-12-30,24
73076,70788,499.0,1276,False,2019-12-01,1
73076,70788,777.0,1276,True,2019-12-01,2
73076,70788,482.0,1276,True,2019-12-02,3
73076,70788,477.0,851,False,2019-12-04,4
73076,70788,482.0,1276,True,2019-12-04,5
73076,70788,524.0,833,False,2019-12-05,6
73076,70788,664.0,833,True,2019-12-05,7
